,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF20acrwxkh,ZTF20acrwxkh,ZTF21aapkbte,ZTF19aaapdum,ZTF21abcpcgi,ZTF19aaopqig,ZTF21abowuju,ZTF21abxhnep,ZTF21aaqojqu,ZTF21aabyqfl,ZTF18accvkpt,ZTF21abxdrsx,0,5.9468,7.1598,7.2002,7.6195,8.3168,9.0531,9.075,9.1355,9.2147,9.4519,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acvdqsy,ZTF20acvdqsy,ZTF21aapfjxe,ZTF21abadowv,ZTF21aawajyx,ZTFabc34863,ZTFabc48408,ZTFabc24667,ZTFabc50646,ZTF21aauahkg,ZTFabc46583,ZTFabc72889,0,7.3531,7.5872,7.7656,7.7774,7.7887,7.7905,7.7958,7.7965,7.8083,7.8136,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,None,None,None,None,SN IIP,SN IIP,SN IIP,SN IIP,None,SN IIP,SN IIP,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aasttsm,ZTF21aasttsm,ZTF18abqojst,ZTFabc51948,ZTFabc63014,ZTFabc24120,ZTFabc30882,ZTFabc51321,ZTFabc10978,ZTFabc59531,ZTFabc37737,ZTFabc41736,0,10.5689,11.8147,11.8169,11.8199,11.8273,11.8327,11.8379,11.8387,11.8425,11.8639,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20aczshxu,ZTF20aczshxu,ZTF20acinads,ZTF21aagolqa,ZTF21abvgprv,ZTF21aamjsrb,ZTF21abfjgwr,ZTF21aaqdxzv,ZTF20achzugy,ZTF21abwjprf,ZTF20actkupc,ZTF20acmwfal,0,6.3153,6.6373,6.7224,7.1735,7.3719,7.3999,7.401,7.4369,7.6035,7.7093,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,None,-99.0,-99.0,0.1,-99.0,-99.0,0.08,0.07036,0.048,-99.0,-99.0,-99.0
ZTF20abgxqkg,ZTF20abgxqkg,ZTF21aadipjb,ZTF18acrwgfp,ZTF20acoyqav,ZTFabc26355,ZTFabc96822,ZTF18acptgzz,ZTF21abbzczm,ZTF18acpegrg,ZTF21aavbyij,ZTF20acsfciw,0,8.4645,8.547,8.765,9.2888,9.3224,9.374,9.4157,9.4285,9.5426,9.8261,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,SN Ia,SN Ia,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0,-99.0,-99.0
ZTF21abpjsrn,ZTF21abpjsrn,ZTF21aarcuxl,ZTF21abifpna,ZTF21aawjipb,ZTF21aautzqm,ZTF21aahhegg,ZTF21aafldgt,ZTF21aagtmmp,ZTF21aagtlwu,ZTF21aarzqri,ZTF20acpyndh,0,6.8953,7.0751,7.7464,7.9454,8.0358,8.2896,8.3326,8.4726,8.4774,8.6008,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aarmycp,ZTF21aarmycp,ZTF18acvgtmn,ZTF19aaaefkt,ZTF21abuunol,ZTF18accwild,ZTF20acvbmdy,ZTF21aarowtc,ZTF21aaglmln,ZTF21aaswuea,ZTF18adbzbrk,ZTF21aatwoxq,0,6.9709,7.1894,7.5313,8.065,8.2751,8.3049,8.6709,9.294,9.3009,9.4133,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acpglgs,ZTF20acpglgs,ZTF21aawagcq,ZTF21aasjmcv,ZTF21aastxqq,ZTF21aagygzv,ZTF21abvdrrg,ZTFabc83736,ZTF21abalkop,ZTF18acegbeo,ZTF21ackjdav,ZTF20acpgpnq,0,6.2731,6.578,6.6092,7.1718,7.2146,7.9209,7.9643,7.9929,8.0042,8.155,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,None,SN Ia,None,None,None,None,-99.0,-99.0,-99.0,-99.0,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acbygcu,ZTF18acbygcu,ZTFabc74892,ZTFabc32309,ZTFabc12462,ZTFabc26044,ZTFabc69204,ZTFabc01519,ZTFabc31752,ZTFabc31936,ZTFabc64318,ZTFabc68440,0,6.5653,6.6466,6.6902,6.8393,6.8406,6.8407,6.8416,6.843,6.8431,6.8433,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,0.036,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abwbmxq,ZTF21abwbmxq,ZTF21aauahkg,ZTF19aaaefkt,ZTF21aaofwxe,ZTF20aculrpj,ZTF21aatshso,ZTF18abtjrbt,ZTF21abiawhc,ZTF21abcthap,ZTF21abmcpny,ZTF21aargapc,0,7.4821,7.6808,7.8567,7.9236,8.2497,8.3317,8.4767,8.5051,8.5725,8.6336,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS_2plus,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abkavmp,ZTF21abkavmp,ZTFabc49910,ZTFabc79363,ZTF20actpbck,ZTFabc80111,ZTFabc97374,ZTF20achzugy,ZTFabc61376,ZTFabc78016,ZTFabc88904,ZTFabc50127,0,8.3828,8.385,8.3875,8.755,8.7893,8.9028,8.9286,8.9364,8.9656,9.0659,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.0366729982,-99.0,-99.0,0.06,-99.0,-99.0,0.048,-99.0,-99.0,-99.0,-99.0
ZTF18actuhrs,ZTF18actuhrs,ZTFabc38102,ZTF18abqyvzy,ZTFabc77166,ZTFabc39937,ZTF20abwktfx,ZTFabc15056,ZTFabc91167,ZTFabc05770,ZTFabc63785,ZTFabc71282,0,9.3071,9.3096,9.3174,9.327,9.35,9.3541,9.3753,9.3881,9.3947,9.3988,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,SN Ia,SN II,SN II,SN II,SN Ia,SN Ia,SN II,TDE,TDE,TDE,TDE,0.029,-99.0,0.0148,-99.0,-99.0,0.027035,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achatyv,ZTF20achatyv,ZTFabc58485,ZTFabc37486,ZTFabc78964,ZTFabc21119,ZTFabc40730,ZTFabc70152,ZTFabc13476,ZTFabc22944,ZTFabc78508,ZTFabc86824,0,6.1816,6.2162,6.3418,6.3765,6.4337,6.4602,6.5206,6.5664,6.6202,6.6524,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN II,SN Ia,SN Ia,SN II,SN II,SN Ia,SN II,SN Ia,SN Ia,SN Ia,0.067767,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abvrlup,ZTF21abvrlup,ZTF20aciudrr,ZTFabc44068,ZTFabc06658,ZTFabc41512,ZTFabc34507,ZTFabc53944,ZTFabc63894,ZTFabc11691,ZTFabc40308,ZTFabc18327,0,4.3019,4.7003,4.7029,4.7033,4.7034,4.7053,4.7062,4.7065,4.7094,4.7136,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.095,0.09957,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaigqir,ZTF21aaigqir,ZTF21aaogifa,ZTF21abxdrsx,ZTF21aaqojqu,ZTF19aaapdum,ZTF19aaopqig,ZTF18acbwatp,ZTF18accvkpt,ZTF21abcpcgi,ZTFabc64007,ZTF21aabyqfl,0,7.0759,7.3122,7.4253,7.6258,7.7436,7.7708,7.8924,7.9147,7.9807,8.0151,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,SN Ia,None,None,None,None,None,None,None,None,SN Ia,None,0.071186,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aartlys,ZTF21aartlys,ZTF21abwtyle,ZTF21aagtrkk,ZTF21aaaovyi,ZTF21abcmfax,ZTF18abrxvpd,ZTFabc00842,ZTF21abamprv,ZTF20acmntog,ZTF21aarwgjb,ZTF20acpkzxq,0,6.9645,7.1578,7.6584,7.6924,8.0514,8.1664,8.277,8.289,8.2938,8.4411,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,SN Ia,None,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,0.09
ZTF21aahvksh,ZTF21aahvksh,ZTF20acnzkfd,ZTF21aauakph,ZTF19aagvzfy,ZTFabc56890,ZTF21aafkwlu,ZTFabc28864,ZTF20acowuix,ZTF20acoykif,ZTFabc56056,ZTFabc88475,0,4.994,5.1228,5.134,5.143,5.1535,5.2788,5.3186,5.3565,5.4431,5.45,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,None,None,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,0.086,-99.0,-99.0
ZTF21achkrsw,ZTF21achkrsw,ZTFabc63848,ZTFabc23767,ZTFabc10100,ZTFabc66079,ZTFabc87577,ZTFabc76806,ZTFabc73767,ZTFabc34722,ZTFabc44662,ZTFabc74203,0,6.2659,6.2931,6.3001,6.3055,6.3105,6.3148,6.3195,6.3239,6.3313,6.3393,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaxsqht,ZTF21aaxsqht,ZTF21aaaovyi,ZTF21abwtyle,ZTF21abamprv,ZTF21aawjgol,ZTF21abdtlqx,ZTF21abcmfax,ZTF18aajmlnp,ZTF21aagtrkk,ZTF21abpyalf,ZTF21aavdtcy,0,5.2947,6.4717,6.5787,6.776,6.882,7.1049,7.1293,7.3354,7.4765,7.6194,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20actnuls,ZTF20actnuls,ZTFabc69254,ZTF21aaswtok,ZTFabc82736,ZTFabc93057,ZTFabc08761,ZTFabc88508,ZTFabc04002,ZTFabc95920,ZTFabc83414,ZTFabc40845,0,5.4236,5.548,5.5769,5.879,5.9237,5.9832,5.9832,5.9835,5.9837,5.9837,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-pec,SN Ia-pec,SN Ia-pec,SN Ia-pec,SN Ia-pec,0.030371,-99.0,0.041,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abwymva,ZTF21abwymva,ZTF21aaxwzjz,ZTF21aaluqlg,ZTF21aaqbakr,ZTF21aatjdwm,ZTF21aaiapvf,ZTF21abhsttv,ZTF21aacuhay,ZTF20aadcegc,ZTF21aaxtshx,ZTF21acimaio,0,6.8232,7.3294,7.4205,7.7311,8.4259,8.4413,8.4718,8.6063,8.7602,8.7981,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aautijg,ZTF21aautijg,ZTFabc24575,ZTFabc56884,ZTFabc85740,ZTFabc52131,ZTFabc85298,ZTFabc63025,ZTFabc51675,ZTFabc93361,ZTFabc41200,ZTFabc76898,0,6.3213,6.3227,6.323,6.3239,6.3244,6.3244,6.3245,6.3247,6.3251,6.3252,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN IIn,SLSN-I,SLSN-I,SLSN-I,SLSN-I,SLSN-I,SLSN-I,SLSN-I,SLSN-I,SLSN-I,SLSN-I,0.106,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20actpqgc,ZTF20actpqgc,ZTFabc03901,ZTFabc85137,ZTFabc01817,ZTFabc01869,ZTFabc64943,ZTFabc86735,ZTFabc29860,ZTFabc34930,ZTFabc42866,ZTFabc63019,0,5.1864,5.1902,5.2049,5.2056,5.2286,5.2461,5.2851,5.3345,5.3415,5.4065,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ic,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,0.0327790007,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aabyorx,ZTF19aabyorx,ZTF21abuunol,ZTF18abwqgsc,ZTF18abrcoty,ZTF18accwild,ZTF21aachqzr,ZTF19aaaefkt,ZTF21aazqpgb,ZTF20acppzxx,ZTFabc70356,ZTFabc64409,0,6.4519,7.1953,7.6583,8.3208,8.3545,8.5862,8.624,8.8722,8.9843,8.9909,Yes_TNS,Yes_TNS,No_TNS,No_TNS,No_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Fake,Fake,None,None,None,None,None,None,None,None,None,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abuvujz,ZTF21abuvujz,ZTF21abizxrv,ZTF21abdtlqx,ZTF21abcmfax,ZTF21aagoqez,ZTF21aauadqq,ZTF21abctgsv,ZTF21aasfvsq,ZTF21aaygefv,ZTF20acppsay,ZTF21aawpsjs,0,6.5973,7.4521,7.5213,7.5985,7.7713,7.8991,8.0048,8.024,8.1524,8.1545,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.1,-99.0
ZTF20acklbgq,ZTF20acklbgq,ZTF19aaadwlg,ZTF18abquxjv,ZTFabc90173,ZTF21abeclof,ZTF18acvwcmd,ZTFabc34722,ZTFabc63848,ZTFabc74203,ZTFabc11894,ZTFabc81845,0,5.6599,7.0552,7.297,7.368,7.4166,7.5636,7.5659,7.5718,7.572,7.604,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN Ia,None,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,0.074,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aawzkdr,ZTF21aawzkdr,ZTF21aavsbkt,ZTFabc57276,ZTFabc16248,ZTFabc43371,ZTFabc49175,ZTFabc76542,ZTFabc23971,ZTFabc84499,ZTFabc16309,ZTFabc36258,0,3.9353,4.0127,4.4514,4.649,4.6932,4.7021,4.7693,4.8523,4.8529,4.8578,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN II,SN II,-99.0,0.099195,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acdkfjn,ZTF20acdkfjn,ZTF20acnviyk,ZTF21aatlfaj,ZTF21aalimxp,ZTFabc40582,ZTF20acpxwew,ZTF21abulckh,ZTF18acsxssp,ZTFabc29955,ZTF18acyxock,ZTF21aahdrvq,0,8.0113,8.1951,8.3789,8.4562,8.7408,8.8025,8.8417,8.8581,8.8738,8.8752,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,SN Ia,None,None,SN Ia,None,None,None,SN II,None,None,-99.0,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acchzkn,ZTF18acchzkn,ZTF21aarzqri,ZTF21aagtmmp,ZTF19aaaefkt,ZTF21aafldgt,ZTF21aagczki,ZTF21aagmecm,ZTF21aarzrst,ZTF21abvanyr,ZTF20acuxlgx,ZTF21aahflaj,0,6.2226,7.1394,7.8078,8.1602,8.5138,8.9829,9.029,9.1935,9.2266,9.2729,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aaapmth,ZTF19aaapmth,ZTF21aaprgdh,ZTF21aayngti,ZTF21abyaetw,ZTF21aaxsorf,ZTF19aaaamwp,ZTF21aagtlwu,ZTFabc05158,ZTF20acxnnyr,ZTF21aarpmqf,ZTFabc83736,0,6.9111,7.4986,7.5021,7.517,7.8671,7.9449,8.1383,8.1589,8.175,8.2556,No_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,None,SN Ia,None,None,None,None,None,SN Ia,None,None,SN Ia,-99.0,0.09,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaymysx,ZTF21aaymysx,ZTFabc05919,ZTFabc31733,ZTFabc76958,ZTFabc25188,ZTFabc23370,ZTFabc11701,ZTFabc96006,ZTFabc22925,ZTFabc42961,ZTFabc22345,0,5.2479,5.2538,5.2617,5.277,5.2901,5.3135,5.3246,5.3287,5.3389,5.3576,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaualgg,ZTF21aaualgg,ZTFabc40982,ZTF21aachbpq,ZTFabc69091,ZTF20acvdqtg,ZTFabc41962,ZTFabc06905,ZTFabc81364,ZTFabc47706,ZTFabc67713,ZTFabc18842,0,4.7909,4.9895,5.011,5.2486,5.2749,5.2875,5.3208,5.4366,5.4461,5.4612,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,None,SN II,SN Ia,SN II,SN II,SN II,SN II,SN Ia,SN II,-99.0,-99.0,-99.0,-99.0,0.077,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagtoyj,ZTF21aagtoyj,ZTF18acbwatp,ZTF21aaaokox,ZTF21aajfqxi,ZTF19aaaicak,ZTF21abawvdc,ZTF20acuiktl,ZTF21aabyqfl,ZTF21abxdrsx,ZTF21abxhnep,ZTF21abfxhlw,0,5.7967,6.6908,6.7557,6.7756,7.53,7.6536,7.6709,7.6755,7.7117,7.7761,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acpgpen,ZTF20acpgpen,ZTF21aatwhta,ZTFabc60937,ZTFabc17420,ZTFabc34367,ZTFabc76158,ZTF21abcpaus,ZTF20achncxi,ZTF20acoklnd,ZTF21aantxma,ZTF20acxjekh,0,5.542,5.6382,5.7847,6.1761,6.3094,6.33,6.4077,6.4226,6.4745,6.4776,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,0.07023,-99.0
ZTF21aatdzif,ZTF21aatdzif,ZTF21aapkjri,ZTF19aabhfdi,ZTF18accwild,ZTF21abmqpmh,ZTF18abxfott,ZTF20aahjaos,ZTF18aaqzdge,ZTF21abuunol,ZTF20acppzxx,ZTF18acvgtmn,0,6.6069,7.8715,8.4156,8.7852,8.8452,8.9991,9.0902,9.0992,9.1578,9.2913,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18abyaxyu,ZTF18abyaxyu,ZTF21aapvwyc,ZTF21aazlujl,ZTF21aapomjl,ZTFabc53214,ZTFabc74154,ZTF21abouwjm,ZTFabc53858,ZTFabc72617,ZTF21abbwkrc,ZTF21aazqtor,0,5.3829,5.5297,6.0257,6.1215,6.2081,6.3543,6.3573,6.394,6.4966,6.5369,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0954
ZTF18aaoxrup,ZTF18aaoxrup,ZTFabc03460,ZTFabc18659,ZTF21aabhxxj,ZTFabc68420,ZTFabc95950,ZTF21abctmnb,ZTFabc00538,ZTFabc55185,ZTFabc44895,ZTFabc92827,0,5.5826,5.791,5.95,5.9535,5.9963,6.0033,6.0184,6.0367,6.1032,6.1076,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,SN II,SN Ia,SN Ia,SN II,SN II,SN Ia,SN II,SN II,SN II,SN II,0.06,-99.0,-99.0,0.05,-99.0,-99.0,0.045,-99.0,-99.0,-99.0,-99.0
ZTF21abyahbi,ZTF21abyahbi,ZTF21aaxskom,ZTFabc21954,ZTF21aaiwlyy,ZTF21aaydbtk,ZTFabc99115,ZTFabc95303,ZTFabc40255,ZTF20acrwmno,ZTFabc46751,ZTF21abbgaly,0,5.2261,5.3553,5.4243,5.5173,5.7732,5.974,6.0528,6.1025,6.2321,6.2421,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,SN II,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,0.076684,-99.0,-99.0,-99.0,0.057679,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acxbbru,ZTF20acxbbru,ZTFabc22614,ZTFabc62453,ZTFabc53818,ZTFabc29503,ZTFabc48768,ZTF21aayrbnn,ZTF20acppzah,ZTFabc74785,ZTF21abedvkp,ZTFabc42686,0,5.5702,5.6372,5.7206,5.8167,5.9483,5.9484,6.0148,6.1452,6.1718,6.227,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0,0.13,-99.0
